# ra,dec,mag,mag_error
129.943488,19.416972,19.1280,0.002456
129.824762,19.392617,17.8760,0.001918
129.909689,19.440803,12.3561,0.000309
129.977830,19.439920,14.6526,0.000276
130.055682,19.469145,21.7608,0.085876
130.019546,19.472193,19.5654,0.003559
129.909992,19.474376,18.1676,0.001455
129.851822,19.426839,18.9175,0.002825
129.823202,19.445222,16.2009,0.000518
129.772534,19.446664,19.3975,0.003164
129.757839,19.454435,20.9197,0.014942
129.874027,19.513575,19.0748,0.002666
129.861929,19.533137,13.9031,0.000189
129.880326,19.558722,14.8059,0.000266
129.572412,19.358015,18.6316,0.002086
129.576003,19.385684,18.2298,0.001756
129.656827,19.412371,19.6950,0.003906
129.706423,19.455195,20.0293,0.004850
129.577387,19.461311,20.4664,0.009257
129.588166,19.502424,19.9693,0.005049
129.486056,19.420840,19.3395,0.003307
129.482564,19.476200,20.3783,0.007013
129.439222,19.465637,17.7305,0.001155
129.466938,19.490762,16.1062,0.000475
129.594200,19.534099,20.1944,0.006092
129.584443,19.572414,19.7180,0.004023
129.504363,19.572647,18.6874,0.005549
129.528957,19.590719,13.7374,0.000298
129.732379,19.523479,15.9363,0.000455
129.761960,19.532490,15.8589,0.003666
129.777364,19.558869,19.4346,0.003305
129.670230,19.567962,13.8979,0.000213
129.704974,19.591505,18.5566,0.002011
129.852498,19.637841,20.9093,0.019018
129.794552,19.682362,16.4757,0.000595
129.643586,19.557875,20.5281,0.009235
129.664088,19.577598,19.6210,0.004394
129.684590,19.615569,18.3201,0.001820
129.591272,19.614341,20.3840,0.006815
129.592216,19.666444,17.5099,0.001045
129.732843,19.690316,20.2639,0.005412
129.722931,19.703025,20.2365,0.024693
129.747485,19.696995,16.8132,0.000790
130.059422,19.491393,20.6028,0.023911
130.103464,19.522744,18.0848,0.001308
130.017326,19.529709,20.9686,0.020141
130.064082,19.616206,19.7755,0.005996
130.187453,19.579673,19.1037,0.002530
130.179289,19.586002,20.5320,0.008504
130.207771,19.626646,18.9167,0.002180
130.214112,19.645537,20.0825,0.005026
130.209536,19.664517,18.6065,0.001730
130.172872,19.672516,15.0632,0.000276
130.153154,19.671786,16.5767,0.000654
130.017851,19.619912,20.3968,0.007623
129.962267,19.632434,16.6839,0.000810
129.990848,19.644419,20.3729,0.007060
130.013831,19.671168,16.9739,0.000766
130.091856,19.669875,6.1761,0.000320
129.942519,19.735911,18.8042,0.002222
129.891980,19.727111,15.2004,0.000296
129.972982,19.759328,17.8029,0.001143
129.999503,19.772026,18.0248,0.001471
130.024098,19.819499,15.3496,0.000343
129.976175,19.845951,20.3738,0.007944
129.813070,19.725462,18.3572,0.004528
129.806476,19.722436,15.0539,0.000339
129.754768,19.773848,20.6196,0.010180
129.810117,19.841928,17.2076,0.001066
129.917713,19.807334,18.4096,0.001710
129.886785,19.820590,21.0727,0.015832
130.120397,19.863384,20.6346,0.007944
130.064107,19.881320,19.5998,0.003383
130.080568,19.915750,18.5233,0.001862
130.070278,19.938461,11.5756,0.001804
130.212604,19.923027,20.1727,0.005414
129.980703,19.895669,19.5750,0.004317
130.072634,20.002363,20.5239,0.008513
130.113493,20.015798,21.2547,0.031142
130.159501,20.027602,20.6650,0.011271
130.084389,20.028056,20.7135,0.011760
130.052112,20.031837,16.0262,0.000421
130.051893,20.066361,20.8207,0.015232
130.062790,20.089874,18.2896,0.001508
130.756592,19.507559,21.2089,0.022908
130.766120,19.534313,19.7088,0.003080
130.763385,19.529801,20.0187,0.003637
130.770613,19.580604,20.8944,0.009496
130.863903,19.573353,20.0459,0.003885
130.860172,19.597189,15.2471,0.002745
130.837653,19.590866,18.1615,0.001127
130.702218,19.572598,21.0414,0.015365
130.666434,19.597146,20.7388,0.008341
130.703083,19.609265,20.8236,0.009294
130.682412,19.603300,21.7480,0.036531
130.682064,19.647737,18.1375,0.001141
130.680927,19.654955,20.3322,0.008381
130.722220,19.681550,18.5150,0.001363
130.712291,19.675274,21.0925,0.024261
130.710288,19.680419,21.1004,0.018153
130.756709,19.662636,12.4743,0.000327
130.775347,19.667020,16.9177,0.000612
130.778988,19.686502,18.2259,0.001535
130.812042,19.736107,20.7957,0.007586
130.726573,19.690347,19.7005,0.003223
130.796828,19.727729,15.8607,0.000337
130.760245,19.743559,18.4376,0.001364
130.794383,19.763004,20.9822,0.017192
130.769526,19.775910,20.3292,0.004593
130.923870,19.674093,19.7360,0.002972
130.973540,19.700729,17.3131,0.004776
130.913128,19.683437,20.4276,0.004686
130.927679,19.717793,19.8044,0.003155
130.990996,19.741098,20.4370,0.004994
130.965567,19.755826,21.0858,0.019739
130.993855,19.757895,17.8142,0.000989
130.878677,19.763460,18.8513,0.001747
130.966311,19.811119,20.5313,0.005426
130.953150,19.828972,17.8627,0.000915
131.000598,19.840453,20.5146,0.005216
130.917664,19.859002,20.8178,0.009198
130.944743,19.872784,21.5369,0.023939
130.950296,19.909141,20.4895,0.010844
130.609788,19.640148,20.1856,0.006553
130.644274,19.704730,20.3788,0.005257
130.596800,19.760494,20.9870,0.014026
130.670317,19.738466,20.0789,0.004025
130.671610,19.767729,16.4950,0.000560
130.537621,19.729745,16.5979,0.000543
130.534320,19.728354,17.0502,0.000640
130.520233,19.832585,21.5586,0.033088
130.600399,19.939383,16.2875,0.000430
130.822563,19.861649,20.5063,0.004887
130.863121,19.872494,20.0103,0.003453
130.740623,19.842724,20.2928,0.004608
130.761814,19.857177,19.4814,0.002803
130.794273,19.887274,17.9940,0.001167
130.905838,19.915644,13.1793,0.000119
130.916416,19.969853,13.6142,0.000160
130.789568,19.951003,16.1473,0.000384
130.706455,19.887475,20.7619,0.008261
130.722534,19.925585,17.7054,0.000887
130.732957,19.969186,19.9135,0.003459
130.633639,19.962731,19.7328,0.003314
130.778445,19.966211,15.8154,0.000311
130.817561,20.008796,19.6000,0.003850
130.823332,20.055342,19.9833,0.003627
130.804326,20.053147,16.8110,0.000540
130.746134,20.060159,20.8647,0.010261
131.172949,19.877722,20.7218,0.008265
131.129876,19.928157,20.9080,0.016334
130.158103,19.607866,19.1889,0.002803
130.051971,19.616064,17.5714,0.002505
130.051154,19.639475,9.7666,0.000219
129.948990,19.633180,19.3795,0.003080
129.937478,19.659171,19.0067,0.002361
129.996452,19.668979,9.6851,0.000221
129.959479,19.673207,19.7051,0.003991
129.984001,19.698075,19.8109,0.003812
129.995008,19.695982,17.3055,0.000981
130.029031,19.682022,15.7591,0.000417
130.274135,19.721621,21.4160,0.024866
130.208608,19.675034,20.0311,0.004851
130.351472,19.728722,20.2273,0.004682
130.317684,19.771684,18.8397,0.001917
130.344423,19.825469,18.1543,0.001131
130.156235,19.723794,20.2621,0.007418
130.185885,19.755882,20.5169,0.008297
130.145937,19.814013,17.1479,0.000753
130.213286,19.826550,19.5118,0.003319
130.337044,19.869933,20.9206,0.017392
130.295763,19.870415,18.1166,0.001474
129.883215,19.649173,12.3730,0.000246
129.923690,19.656485,19.7796,0.004424
129.937784,19.707760,20.1295,0.005260
129.898277,19.721199,20.4335,0.007169
130.040550,19.764093,20.9989,0.018744
129.949927,19.781822,14.9717,0.000324
129.832257,19.802671,14.7123,0.000316
129.904623,19.816044,14.4807,0.000565
129.873903,19.819609,19.9689,0.004588
129.946992,19.844797,18.6885,0.002080
129.934450,19.864925,18.1137,0.001731
129.832873,19.880099,20.3749,0.007488
129.925937,19.894710,20.4218,0.013281
130.062672,19.852329,20.1933,0.005133
130.120486,19.872276,17.2424,0.000964
130.044991,19.848423,18.3092,0.001672
130.032782,19.875283,20.4625,0.008844
130.097169,19.907638,20.6965,0.016703
130.201184,19.921866,10.8689,0.000480
130.107582,19.952309,20.5075,0.013394
129.981124,19.881813,19.0956,0.002583
129.982794,19.886552,18.3285,0.001861
130.033922,19.946846,17.7328,0.002788
129.939283,19.920020,20.0919,0.005545
129.996256,19.993348,18.8443,0.002848
130.078965,19.951876,20.8715,0.018259
130.120450,19.986311,19.1448,0.022352
130.120500,19.986272,19.4444,0.011286
130.092647,19.993231,19.0742,0.002684
130.106924,20.012108,17.8821,0.001381
130.046708,20.031565,20.2585,0.005803
130.042362,20.027351,20.5757,0.009599
130.109446,20.055637,20.7336,0.015739
130.081437,20.089082,19.9486,0.004693
130.731033,19.540062,19.1292,0.002292
130.714965,19.546445,21.1880,0.020879
130.809506,19.590624,19.4604,0.002423
130.769083,19.597676,20.2607,0.004268
130.855848,19.585134,20.4181,0.005035
130.872636,19.614171,18.3069,0.001197
130.937998,19.634745,20.4047,0.004830
130.690902,19.579361,18.5833,0.001593
130.728204,19.616611,20.6963,0.007057
130.635152,19.609788,17.6914,0.007895
130.770615,19.685558,20.9947,0.017007
130.792904,19.710321,18.9517,0.001978
130.738269,19.672576,21.2513,0.012640
130.731567,19.698341,21.0846,0.018376
130.758152,19.713287,16.1143,0.000911
130.796050,19.728399,16.9565,0.000599
130.757218,19.765807,20.9165,0.011225
130.937534,19.671905,17.9691,0.000977
130.957991,19.703996,19.0237,0.001950
130.954483,19.696756,14.9692,0.000212
130.915097,19.685324,17.8959,0.000954
131.079595,19.801235,17.7486,0.000923
131.013875,19.832106,17.7451,0.002260
130.858057,19.727358,16.7222,0.004147
130.858175,19.829864,12.6792,0.003518
130.981173,19.832974,20.9045,0.009322
131.006751,19.866087,16.3076,0.000399
130.981507,19.880098,20.3551,0.005967
130.927986,19.850184,19.6913,0.003043
130.904405,19.877243,18.9339,0.001720
130.622157,19.699687,17.4411,0.000750
130.651826,19.725533,15.5984,0.000317
130.565754,19.710550,13.6056,0.000194
130.573553,19.723142,11.0557,0.000239
130.714988,19.786870,21.6037,0.034221
130.630943,19.780541,21.0326,0.021619
130.620711,19.793542,21.1231,0.019208
129.997936,18.110190,19.8434,0.004828
130.119609,18.130210,21.1537,0.035560
130.060792,18.138001,20.3654,0.007193
130.037468,18.148867,19.3926,0.003315
130.054323,18.163444,19.7427,0.004425
130.571850,18.230020,21.2240,0.023846
130.481659,18.184685,21.0296,0.026061
130.453722,18.209787,17.8599,0.001046
130.546137,18.239886,21.0944,0.024506
130.498834,18.245814,18.8357,0.001691
130.494866,18.251416,20.8459,0.012090
130.564145,18.324810,18.3246,0.001460
130.285915,18.144858,20.9450,0.015408
130.249371,18.133801,18.4477,0.001696
130.234791,18.159393,14.8646,0.000259
130.322532,18.181890,20.1579,0.005333
130.389252,18.181026,21.0279,0.015265
130.300190,18.201020,18.0136,0.003214
130.353960,18.229571,20.8553,0.014729
130.145020,18.169362,19.4261,0.003369
130.167597,18.183170,15.0957,0.000610
130.231478,18.219368,20.0941,0.005455
130.198561,18.226899,11.4801,0.000406
130.136408,18.200927,20.8532,0.014067
130.233690,18.242058,14.9167,0.000289
130.250372,18.278093,19.7677,0.003771
130.282069,18.291481,14.4234,0.000192
130.193398,18.266923,19.5995,0.004053
130.202829,18.319007,21.7818,0.046182
130.277083,18.330812,21.0354,0.025374
130.241758,18.321561,14.6688,0.000264
130.446762,18.283512,21.0604,0.018304
130.474233,18.325950,21.1391,0.025202
130.371547,18.271393,15.5691,0.000315
130.366488,18.274781,20.8567,0.013132
130.372927,18.293000,21.0314,0.022921
130.392472,18.301853,19.4333,0.002919
130.446828,18.340624,20.9560,0.018591
130.504068,18.348066,13.4678,0.000210
130.576496,18.342411,21.5000,0.019845
130.587676,18.370889,20.5300,0.011348
130.493482,18.386207,19.5683,0.003625
130.528693,18.416452,20.7082,0.007545
130.353470,18.427274,19.5025,0.002902
130.339800,18.434969,19.5197,0.003343
130.470261,18.469979,18.4174,0.001530
130.370798,18.443943,19.5759,0.003401
129.951663,18.129260,21.5984,0.034822
129.939849,18.138741,20.3942,0.007476
129.945501,18.163090,19.6076,0.010531
130.009946,18.226235,19.0189,0.002576
129.952495,18.229638,18.8069,0.002061
129.796519,18.218395,19.3818,0.003074
129.773434,18.234388,20.3211,0.006216
129.794121,18.243605,17.1096,0.000783
129.791674,18.262762,20.6023,0.009001
129.904335,18.228819,20.4246,0.007920
129.901475,18.281111,21.0081,0.019570
129.951740,18.292138,16.5430,0.000602
129.908090,18.292458,17.0986,0.000801
129.887256,18.299965,17.1455,0.000804
129.855205,18.322205,19.1530,0.002769
129.912431,18.352874,12.8712,0.000233
129.652317,18.157616,9.9759,0.000174
129.670860,18.175801,21.3229,0.021348
129.581251,18.243276,21.2558,0.017492
129.555938,18.292672,18.3733,0.001641
129.497819,18.288207,19.6471,0.003923
129.520498,18.320782,19.8222,0.004617
129.706321,18.236718,19.7496,0.004258
129.721691,18.281539,11.3829,0.000353
129.770351,18.272179,19.4235,0.003429
129.783128,18.312212,14.6363,0.000280
129.881629,18.377213,19.6999,0.003954
129.838556,18.375116,19.6869,0.003866
129.758014,18.353254,19.4425,0.003294
129.782722,18.393301,20.2983,0.006147
129.787364,18.384633,16.3853,0.000799
129.806704,18.391510,13.3466,0.000181
129.650440,18.324469,18.6571,0.003991
129.618521,18.335775,18.8542,0.002338
129.668004,18.382373,17.3796,0.001080
129.745003,18.425963,15.9376,0.000457
129.729802,18.454575,20.2115,0.005965
129.715540,18.478169,19.3215,0.003092
130.093929,18.266817,19.5739,0.003734
130.121922,18.268262,21.2663,0.037776
130.116694,18.260175,20.4679,0.008051
130.039425,18.262263,16.6972,0.000681
130.055114,18.295287,21.6261,0.051460
130.085432,18.308621,21.5028,0.038419
130.091169,18.313241,20.9828,0.022119
130.108298,18.335386,20.7666,0.012945
130.209752,18.354876,17.0411,0.000663
129.303061,18.585794,18.8967,0.002632
129.116245,18.487116,21.6327,0.034570
129.052441,18.498440,15.1685,0.000276
129.057911,18.553668,20.6902,0.010177
129.115203,18.594276,20.0488,0.005320
129.195696,18.606042,14.0866,0.000942
129.182583,18.638150,19.9263,0.005122
129.177789,18.643732,18.7194,0.001983
129.172542,18.651091,18.1922,0.001659
129.193144,18.650323,19.9022,0.004628
129.365918,18.536815,19.9651,0.004484
129.443216,18.598822,20.7610,0.010662
129.379802,18.664084,20.9440,0.017780
129.450628,18.624991,20.7668,0.012028
129.492043,18.683971,18.9025,0.002299
129.492225,18.687712,20.4141,0.007186
129.457084,18.729774,18.3549,0.001737
129.237548,18.685044,19.9460,0.005639
129.286965,18.707169,17.1066,0.000947
129.409454,18.755709,15.9875,0.000439
129.359508,18.821064,19.7536,0.004276
129.789848,18.614111,14.2973,0.000303
129.785071,18.616397,19.3311,0.002889
129.701922,18.595726,18.5481,0.002539
129.701889,18.632196,20.0200,0.004695
129.729304,18.678368,18.6133,0.001821
129.848099,18.642295,17.7517,0.001101
129.880091,18.662281,18.0476,0.001410
129.874427,18.689150,18.8092,0.002203
129.801576,18.692516,16.8321,0.001127
129.797509,18.711338,20.6837,0.010739
129.681236,18.651338,19.7489,0.003876
129.625742,18.674438,14.0917,0.000250
129.712145,18.719689,18.5959,0.001980
129.770526,18.757859,16.0921,0.000497
129.792847,18.748748,15.0803,0.000943
129.756829,18.785404,15.6956,0.000435
129.708903,18.756039,20.7657,0.013467
129.715931,18.797557,20.8970,0.017828
129.941445,18.723971,19.1527,0.002701
129.965776,18.759308,21.0452,0.032375
129.849000,18.749531,10.8441,0.000233
129.863644,18.757251,18.7949,0.002209
129.898486,18.779315,19.0592,0.002822
129.918549,18.798131,14.5985,0.000249
130.005754,18.819936,19.9737,0.004702
129.986682,18.829411,13.3607,0.000140
129.959177,18.815975,18.0824,0.001611
129.972545,18.868086,13.7458,0.000171
129.977385,18.875531,20.9032,0.017212
129.970109,18.895672,20.0028,0.012993
129.777405,18.844134,19.6873,0.003740
129.809589,18.897281,17.0408,0.000785
129.924765,18.889478,16.9600,0.000766
129.969780,18.926073,21.5160,0.031064
129.843449,18.911195,18.8119,0.002174
129.532321,18.728454,15.7082,0.000417
129.515567,18.752057,15.2847,0.000771
129.634516,18.781295,16.1035,0.000603
129.635273,18.834953,14.7381,0.000253
129.601834,18.855014,17.0134,0.000830
129.479861,18.816039,19.7538,0.004305
129.524049,18.830869,16.5810,0.000741
129.419779,18.814773,18.3676,0.001742
129.418180,18.860663,19.6249,0.003927
129.618264,18.919585,20.8467,0.020534
129.561404,18.958395,16.8227,0.000633
129.737509,18.907972,20.3805,0.008468
129.726030,18.900894,17.1928,0.000882
129.768939,18.949930,19.1738,0.002996
129.721867,18.974040,18.5956,0.002045
129.853805,18.999091,17.4774,0.001012
129.790548,19.004402,19.3135,0.003471
129.812349,19.056565,12.8779,0.000815
129.625738,18.954907,20.3248,0.007308
129.685841,18.985785,16.5236,0.000774
129.655113,18.990555,18.5249,0.001974
129.614096,18.978556,20.0793,0.006531
129.588020,19.027135,20.2054,0.007091
129.654835,19.028819,19.5956,0.004035
129.665800,19.040359,20.6220,0.011340
129.642582,19.072079,20.4274,0.008645
129.718726,19.007956,20.3798,0.007496
129.769192,19.045962,11.3928,0.000359
129.744561,19.085951,20.8115,0.016797
129.771240,19.079261,20.7791,0.014979
129.766058,19.115244,19.5726,0.004086
129.004860,18.549737,20.9381,0.020389
129.125165,18.632840,18.9770,0.002459
129.752717,18.433442,14.9791,0.000291
129.666596,18.433738,20.4299,0.006696
129.654831,18.436829,19.7955,0.004108
130.026444,18.292521,20.1538,0.005629
130.095524,18.345190,20.7799,0.014724
130.162726,18.309187,21.5047,0.031732
130.201238,18.379787,15.8064,0.000416
130.130941,18.378584,17.5797,0.001010
130.132154,18.390990,20.2981,0.005731
129.985148,18.313507,19.3922,0.003588
129.990090,18.326347,21.1040,0.039872
129.953909,18.347876,19.1739,0.005282
130.135788,18.421086,17.3769,0.001039
130.121215,18.462890,20.0033,0.005198
130.049481,18.452585,20.6902,0.016359
130.075360,18.492529,18.8453,0.002337
130.061475,18.502992,21.0528,0.021023
130.255401,18.385259,18.7946,0.002497
130.289582,18.401814,16.5428,0.000701
130.212188,18.444887,19.7587,0.004358
130.250736,18.510049,19.8201,0.004224
130.347573,18.504777,12.7136,0.000218
130.381237,18.500561,10.2628,0.000349
130.394597,18.504342,19.6220,0.003241
130.394224,18.554520,15.2641,0.000275
130.351255,18.555230,20.7854,0.012368
130.207280,18.527733,18.5445,0.001815
130.312087,18.598352,18.9018,0.002112
130.201010,18.592581,20.3917,0.006390
130.190860,18.599310,16.7730,0.000742
130.189557,18.589257,20.2581,0.005968
130.196799,18.610406,15.4076,0.000324
130.263779,18.620901,19.5964,0.009627
130.288671,18.636029,10.5380,0.000141
129.931876,18.442710,20.6829,0.009695
129.820398,18.450307,19.1686,0.002449
129.861759,18.460662,17.4500,0.001350
129.880244,18.504101,20.1636,0.005954
129.993539,18.497220,21.0928,0.015703
130.055344,18.519782,19.6449,0.003623
129.963768,18.537716,17.9722,0.001354
129.955485,18.533172,18.1263,0.001575
129.845538,18.493308,20.9194,0.012497
129.822546,18.530437,20.6737,0.010829
129.957897,18.612966,19.1309,0.002653
130.058692,18.574982,17.8625,0.001194
130.123352,18.601103,20.5435,0.009590
130.189427,18.647307,20.6778,0.010802
130.163863,18.661275,19.1090,0.002892
130.157697,18.700051,11.7164,0.000278
130.030731,18.665063,18.5406,0.001871
130.067888,18.675090,20.8318,0.020110
129.923226,18.666984,11.8597,0.000226
129.972353,18.718110,20.9017,0.015440
130.004783,18.741071,18.3072,0.001403
130.096056,18.698421,21.5540,0.032432
130.046724,18.789619,20.1626,0.005508
130.059846,18.821107,20.2242,0.005706
129.207271,18.343759,20.4041,0.014424
129.141230,18.346511,20.6948,0.011772
129.137257,18.378580,20.8334,0.014279
129.142319,18.396012,16.7589,0.000698
129.047419,18.465005,18.0605,0.001242
129.037823,18.510898,21.1571,0.031074
128.925725,18.502014,19.5807,0.004223
128.900882,18.607400,20.9886,0.023901
128.886535,18.637793,19.0253,0.003776
128.844813,18.601483,20.4113,0.007830
128.755205,18.699875,19.5115,0.003858
128.746121,18.694654,20.0226,0.005580
128.756796,18.726398,13.2754,0.000145
128.720230,18.755577,16.6187,0.000862
128.742840,18.761376,17.6360,0.002845
128.695014,18.750642,18.5338,0.001968
128.681932,18.822140,17.2297,0.001222
129.359915,18.271173,18.1717,0.001782
129.372683,18.280385,21.5796,0.033645
129.439049,18.278080,16.4937,0.017438
129.330213,18.263546,12.8364,0.000273
129.331426,18.311952,21.0407,0.033593
129.408497,18.320316,20.8545,0.019139
129.440994,18.325195,20.7520,0.009239
129.437173,18.416947,18.8214,0.002346
129.477776,18.427171,19.1911,0.002941
129.244173,18.334395,20.3664,0.006547
129.294582,18.401875,17.4761,0.001072
129.436227,18.442827,14.7166,0.000250
129.333727,18.452542,19.5531,0.003555
129.347158,18.469072,17.3068,0.001208
129.401340,18.479944,20.4047,0.006744
129.359001,18.492039,20.9457,0.015046
130.126241,18.319456,19.5210,0.003522
130.032463,18.255459,20.8893,0.016069
130.057280,18.292560,19.1462,0.002866
130.034753,18.300424,20.0002,0.004916
130.225235,18.370126,21.7422,0.036301
130.193850,18.353170,20.5442,0.008708
130.198169,18.361019,18.4000,0.001590
130.209319,18.399800,19.8173,0.004866
129.957455,18.363826,19.6456,0.003760
130.038017,18.465504,18.0264,0.001314
130.089126,18.459018,18.6318,0.002074
130.056902,18.465679,17.5331,0.001050
130.061261,18.477563,19.6259,0.003731
130.247130,18.453778,17.6068,0.001044
130.266450,18.464063,19.3583,0.002729
130.373076,18.487771,20.4480,0.012331
130.351411,18.483423,12.8872,0.000222
130.379576,18.505705,19.6151,0.003380
130.377296,18.554802,15.9799,0.000430
130.340410,18.547994,18.9783,0.002281
130.327346,18.585197,18.6614,0.001732
130.224778,18.528066,17.9870,0.001421
130.177030,18.518287,16.7021,0.000609
130.170720,18.554932,18.0717,0.001400
130.266667,18.571527,20.9623,0.017226
130.256989,18.566816,18.6727,0.001821
130.272868,18.607959,20.5099,0.008203
130.185100,18.593557,20.0159,0.004946
130.202115,18.601035,20.8621,0.014137
129.882777,18.401236,18.5040,0.001714
129.947471,18.416448,20.3319,0.006899
129.930800,18.457480,19.9034,0.008432
129.883907,18.505215,19.4532,0.003280
129.896960,18.513522,19.3850,0.003079
130.006583,18.509555,19.7115,0.004038
130.027161,18.512274,20.3187,0.006479
130.003027,18.558296,15.7771,0.000408
129.810349,18.515150,18.8640,0.003878
129.753487,18.526188,21.4386,0.026224
129.786462,18.564464,18.2453,0.001535
129.806177,18.578715,20.8345,0.013267
129.869733,18.592312,15.9502,0.000434
129.891462,18.595132,18.5771,0.001904
129.854774,18.634518,18.3211,0.001460
130.084064,18.552446,18.9026,0.002499
130.139749,18.606624,21.0888,0.015325
130.202437,18.667914,20.3248,0.006700
130.244232,18.674999,13.2109,0.000333
130.042605,18.695140,20.6247,0.009428
129.938930,18.662978,19.7215,0.003823
129.942944,18.691834,19.1081,0.002449
130.095291,18.702992,14.5552,0.000295
130.071577,18.707123,18.4853,0.001800
130.133935,18.751150,20.0218,0.005178
130.006735,18.749457,17.3225,0.005985
130.050932,18.776979,20.1670,0.004875
130.084886,18.797699,18.6389,0.001872
130.058823,18.817547,19.0615,0.002504
129.302542,18.271543,16.5950,0.000636
129.267925,18.303993,19.7573,0.004445
129.206443,18.318597,18.9016,0.002468
129.178814,18.328580,19.9972,0.004911
129.121046,18.403002,18.8604,0.002331
129.065353,18.411239,19.3848,0.003878
129.035265,18.443697,20.7518,0.012146
129.070715,18.451959,16.0877,0.000547
129.011805,18.518681,20.6489,0.009889
128.996397,18.521586,18.0737,0.001540
128.906893,18.522480,16.5351,0.000669
128.873668,18.547443,16.2821,0.000553
128.786004,18.637726,20.1579,0.005998
128.774762,18.707947,20.5087,0.009416
128.756460,18.733445,20.5149,0.008020
128.759559,18.758430,20.5417,0.008147
128.707147,18.774621,14.3404,0.000239
129.402891,18.238351,19.0660,0.002506
129.401613,18.238926,16.4550,0.000668
129.389712,18.289332,18.4483,0.001826
129.314345,18.268506,17.5779,0.000948
129.327893,18.312762,18.6675,0.001771
129.451242,18.313681,20.5021,0.007831
129.433761,18.340727,15.9527,0.000485
129.456490,18.386467,20.5941,0.008655
129.443440,18.391480,20.7693,0.012138
129.348998,18.352048,19.3069,0.003199
129.260699,18.377566,21.5001,0.031950
129.218295,18.350997,19.8776,0.004384
129.297031,18.382511,20.2544,0.005903
130.030933,18.276644,20.0630,0.005444
130.072392,18.287460,19.8387,0.009396
130.076199,18.314054,19.6988,0.003615
130.184993,18.365183,17.6031,0.001026
130.114571,18.347207,16.2261,0.000596
130.086644,18.427279,20.0929,0.006528
130.161069,18.448959,17.2056,0.000849
130.039200,18.429899,20.0293,0.004912
130.014547,18.435020,18.3755,0.001812
130.233585,18.407783,18.7828,0.002145
130.202567,18.414964,13.8708,0.000171
130.212263,18.477399,19.1935,0.002773
130.270745,18.479672,11.6013,0.000269
130.341140,18.465285,18.3449,0.001659
130.368884,18.470553,20.6131,0.009564
130.334698,18.498047,18.3307,0.001623
130.221138,18.529739,19.9491,0.004438
130.096189,18.510509,15.6843,0.000383
130.110764,18.537354,19.3348,0.002939
130.118950,18.551057,17.0924,0.000830
130.262232,18.585251,20.4016,0.006442
130.283770,18.585526,17.7974,0.001038
130.320534,18.610099,16.5720,0.000525
130.281477,18.615633,20.7450,0.011439
130.304402,18.614096,20.8883,0.016551
130.235634,18.590016,19.7651,0.004111
130.199468,18.609025,20.6012,0.008808
129.915404,18.411712,19.9581,0.004892
129.966431,18.453077,13.3509,0.000167
129.920292,18.453231,18.6731,0.002005
129.918827,18.451501,13.7961,0.000300
130.003220,18.510354,17.1907,0.000911
130.049996,18.512866,20.5046,0.010489
129.946682,18.502174,18.2978,0.001618
129.971188,18.515621,20.8541,0.017724
129.969213,18.539818,16.7177,0.000670
129.936337,18.520493,17.7973,0.001164
129.996954,18.578703,19.3075,0.002793
129.819622,18.467931,18.8210,0.002142
129.780327,18.519374,20.8950,0.014579
129.780174,18.542734,12.3325,0.000226
129.907068,18.529162,17.6305,0.001058
129.906050,18.580553,20.5692,0.015318
129.852244,18.574125,19.2714,0.002911
129.862841,18.640618,15.6527,0.000371
130.130189,18.614971,15.7549,0.000534
130.194278,18.709192,15.5531,0.000444
130.023792,18.645190,19.6581,0.003936
129.973482,18.683198,20.5069,0.007254
130.077713,18.732370,15.8938,0.000440
129.218741,18.302095,19.5424,0.003850
129.137607,18.369290,19.6611,0.004615
129.034158,18.448620,19.9536,0.005717
129.001766,18.517062,19.3210,0.014498
128.907398,18.568065,19.6084,0.004191
128.880061,18.627423,16.7383,0.000823
128.888841,18.636339,15.5539,0.000382
128.727989,18.713711,21.3860,0.034010
128.771673,18.734647,21.5458,0.030155
128.720183,18.777356,19.1301,0.003036
128.707576,18.774991,20.0060,0.008002
129.425738,18.255427,20.3987,0.007157
129.330147,18.263235,17.7508,0.015072
129.342288,18.275697,20.7070,0.012610
129.333917,18.301017,19.8025,0.004297
129.376002,18.300858,15.0873,0.000326
129.374983,18.328712,18.6910,0.002129
129.362070,18.342795,18.2128,0.001604
129.516291,18.355694,19.8809,0.004868
129.269609,18.310290,14.2910,0.000290
129.269924,18.417864,17.9916,0.001419
129.426466,18.413368,20.8827,0.013339
129.355285,18.463085,18.9832,0.003172
129.328309,18.477587,18.8415,0.002311
129.353108,18.497389,18.3768,0.001831
129.558028,18.430212,20.2815,0.006542
129.543234,18.424065,18.0434,0.001280
129.627536,18.439104,18.3297,0.001870
129.574683,18.457347,18.1829,0.001746
129.569955,18.456842,17.2486,0.009137
129.541354,18.483735,15.2286,0.000317
129.519603,18.488042,17.1136,0.000870
129.647159,18.473814,20.3757,0.006231
129.624383,18.498642,15.5570,0.000395
129.681312,18.557310,20.7615,0.011748
129.612828,18.533272,19.4363,0.003132
129.633373,18.532066,18.1365,0.001424
129.524492,18.507379,20.7518,0.010535
129.522602,18.537265,18.4882,0.001846
129.548965,19.480202,18.2888,0.001667
129.540910,19.536482,19.9550,0.005399
129.572948,19.557004,20.1899,0.006295
129.477505,19.540117,20.6519,0.009517
129.563470,19.571904,18.6446,0.002283
