# ra,dec,mag,mag_error
129.472527,20.147612,16.2574,0.000623
129.464057,20.149729,19.9042,0.004771
129.560114,20.132911,19.3923,0.003215
129.527881,20.162308,18.0367,0.002001
129.553097,20.177558,16.2604,0.000580
129.598550,20.181987,20.0142,0.005264
129.840204,20.225083,21.4632,0.035430
129.801182,20.250080,15.4783,0.000675
129.752774,20.278851,19.9474,0.006463
129.823629,20.293913,15.1417,0.000356
129.834584,20.300020,20.4264,0.007848
129.646796,20.221630,19.7067,0.003930
129.626148,20.231532,20.6083,0.011260
129.640213,20.231435,18.0874,0.001546
129.697657,20.272502,21.4783,0.034655
129.658915,20.260865,18.7516,0.002165
129.734567,20.302348,19.8215,0.004950
129.052057,19.830587,20.6608,0.010408
129.018289,19.920223,14.0765,0.000343
129.092480,19.889149,18.7330,0.002454
129.101782,19.913739,16.6331,0.000732
129.079644,19.898514,16.2618,0.001035
129.119568,19.955646,16.8861,0.000764
128.962842,19.911265,19.0069,0.002640
128.967885,19.914895,18.9143,0.002297
129.005881,19.951445,20.1666,0.006299
128.903285,19.922442,20.6396,0.011754
128.952787,19.982869,19.4818,0.003479
129.045172,20.018935,21.3863,0.032277
129.064826,20.052924,16.6477,0.000632
129.052097,20.063719,19.4897,0.003859
129.165040,19.993044,15.0298,0.000298
129.242281,20.002236,15.0039,0.000296
129.250745,20.001377,18.3276,0.001746
129.158499,20.058567,15.0227,0.000291
129.290725,20.101481,18.7893,0.002576
129.340169,20.108622,15.8282,0.000443
129.269260,20.101421,14.2816,0.000241
129.107557,20.045570,18.4111,0.001894
129.167918,20.121007,20.6416,0.011615
129.180610,20.142521,18.6831,0.002191
129.194078,20.161974,16.4412,0.000600
129.232688,20.184977,17.9462,0.001537
129.203506,20.213482,16.5307,0.000553
129.194598,20.239860,18.7570,0.002173
128.814668,20.011606,13.1985,0.000198
128.817474,20.033965,20.2445,0.005769
128.940551,20.045883,13.3232,0.000278
128.919456,20.077877,17.7103,0.001218
128.934826,20.076517,20.6279,0.015675
128.938174,20.149508,18.3755,0.002370
128.744748,20.051208,20.5509,0.008408
128.744286,20.057559,21.4832,0.035776
128.788055,20.093170,18.2861,0.008605
128.744793,20.150290,19.9081,0.004528
128.874594,20.225091,20.6134,0.011228
128.827392,20.218161,21.6580,0.040432
128.824484,20.230967,18.2292,0.001610
128.991999,20.144003,20.8345,0.015775
129.079637,20.183261,20.7987,0.011707
129.020845,20.216006,21.1347,0.020348
129.045420,20.204958,21.3960,0.031076
128.437795,19.898775,17.6272,0.001024
128.482933,20.057104,16.3574,0.000482
128.566000,20.054721,20.3566,0.007458
128.586033,20.075409,15.2281,0.003739
128.578069,20.130759,20.9407,0.013052
128.581730,20.171100,16.3027,0.000498
129.304489,19.548594,15.5786,0.000343
129.324653,19.575243,19.4257,0.003227
129.366265,19.562493,9.6029,0.000609
129.480002,19.573215,16.0185,0.000468
129.509098,19.614521,20.0219,0.005292
129.452367,19.658465,14.0361,0.002536
129.455787,19.644101,20.6379,0.010231
129.266524,19.574087,17.8822,0.001291
129.250954,19.597133,21.2049,0.018869
129.368093,19.671768,18.4060,0.002890
129.372948,19.691057,15.7908,0.000478
129.308066,19.704985,19.9813,0.009044
129.569378,19.656778,20.3288,0.006228
129.583101,19.673065,18.6599,0.002137
129.546395,19.737483,20.5707,0.008695
129.525237,19.743537,20.9264,0.018979
129.652151,19.774559,20.3352,0.006469
129.604359,19.807435,20.9377,0.016404
129.629457,19.805644,20.3529,0.012378
129.649076,19.822690,19.9498,0.004974
129.507889,19.803821,21.1842,0.018570
129.420992,19.760548,10.4409,0.000309
129.388324,19.793379,19.2351,0.003301
129.477678,19.839525,17.9388,0.001270
129.492316,19.835837,19.4702,0.003384
129.564252,19.840217,19.9443,0.007718
129.230610,19.681862,20.8092,0.016330
129.144680,19.733851,16.9585,0.000872
129.188066,19.773173,20.7318,0.013677
129.265328,19.765050,20.9621,0.019223
129.274650,19.815978,20.4232,0.007713
129.319893,19.834616,20.9768,0.024419
129.274031,19.837440,13.2452,0.000157
129.111702,19.710373,17.8345,0.001243
129.134116,19.831426,13.4886,0.000215
129.224662,19.823693,20.7330,0.013425
129.185071,19.837745,20.7770,0.014706
129.222515,19.922422,15.5627,0.000456
129.362184,19.815952,20.9502,0.020919
129.417392,19.838425,17.6932,0.001208
129.406868,19.887316,17.3282,0.001019
129.376498,19.899030,17.6584,0.001553
129.474626,19.906692,14.5171,0.000375
129.496934,19.928286,16.5055,0.000654
129.390991,19.944610,20.6545,0.011786
129.455508,19.982483,17.6760,0.001292
129.462957,20.016613,18.6965,0.002210
129.290946,19.908961,19.2444,0.003104
129.315573,19.918285,20.5826,0.009973
129.281489,19.958243,20.5630,0.010397
129.385557,20.015630,20.3066,0.006550
129.422087,20.011321,16.3355,0.000581
129.407539,20.041047,19.3708,0.004014
129.321527,20.022114,20.6898,0.014195
129.366952,20.055883,18.1065,0.001668
129.700773,19.829199,21.0267,0.021428
129.786168,19.879655,21.0810,0.023704
129.750279,19.883217,19.7825,0.004464
129.720149,19.862125,14.9358,0.000245
129.712385,19.876691,20.0978,0.005000
129.699774,19.885955,20.6841,0.008986
129.852676,19.902730,15.1139,0.000290
129.792778,19.916587,18.6839,0.002035
129.748233,19.931157,15.6553,0.001243
129.742331,19.942208,19.7935,0.003874
129.731748,19.951374,20.2092,0.005393
129.756031,19.954094,16.2241,0.000468
129.676111,19.940693,14.6549,0.000236
129.635030,19.979883,20.7892,0.013726
129.660293,19.971991,20.5350,0.008947
129.760297,19.982706,18.0638,0.001443
129.747356,20.008691,16.8341,0.000962
129.686058,20.024784,18.5163,0.001806
129.695760,20.036179,20.3910,0.010902
129.669641,20.018184,20.5802,0.008678
129.690548,20.033835,19.1091,0.003146
129.727140,20.045640,19.8634,0.004766
129.878238,20.030752,16.3068,0.000667
129.984589,20.061569,18.2613,0.003564
130.069034,20.111703,18.8569,0.002437
130.042678,20.121587,20.9547,0.020748
129.926475,20.111092,19.9711,0.005793
129.999548,20.137818,15.6671,0.000363
129.991134,20.171081,20.9865,0.023607
129.832300,20.052902,9.0033,0.000154
129.236911,20.654740,20.7860,0.014274
129.297930,20.682448,18.7806,0.006470
129.355378,20.750587,11.2467,0.000333
129.168054,20.765451,13.8405,0.000269
129.157724,20.774895,18.7622,0.002569
129.078990,20.745349,18.1361,0.001575
129.106642,20.765715,18.7895,0.002060
129.193648,20.777642,18.2724,0.001674
129.252605,20.853346,18.3502,0.001914
129.196589,20.846376,14.2413,0.000229
128.867704,20.603958,20.6689,0.012774
128.899871,20.652264,17.1512,0.000760
128.881497,20.668962,20.6299,0.008834
128.872889,20.669704,17.6308,0.001188
129.009097,20.735423,15.5373,0.000397
129.022023,20.756852,20.9502,0.024845
129.018837,20.774516,20.3230,0.006319
129.081763,20.818390,14.8392,0.000263
129.139547,20.860548,20.5818,0.008618
129.369900,20.755202,14.8851,0.000306
129.372140,20.776401,17.3095,0.000929
129.374252,20.778597,18.7854,0.002240
129.374376,20.775907,20.4308,0.007266
129.401819,20.777872,18.1341,0.001455
129.427969,20.833510,20.9147,0.025093
129.328808,20.845556,20.1957,0.007177
129.472509,20.872903,17.8187,0.001644
129.504857,20.881549,17.2662,0.000934
129.465220,20.925738,16.3022,0.001173
129.255703,20.854898,20.2500,0.006655
129.314060,20.915105,12.2720,0.000264
129.234124,20.927060,18.3665,0.001873
129.384758,20.972657,20.7853,0.016091
129.367999,20.968459,16.4056,0.000628
129.429100,21.010956,20.5807,0.010144
129.551748,20.962621,21.5264,0.030022
129.602753,20.962495,20.0287,0.005267
129.543229,20.979633,19.7533,0.004315
129.674355,21.032870,20.9540,0.022429
129.671440,21.036783,19.1579,0.003163
129.660551,21.044363,16.2966,0.000577
130.811575,20.883985,20.4216,0.004900
130.729867,20.866551,18.8851,0.001902
130.690576,20.899541,20.3476,0.004834
130.652360,20.920905,18.9315,0.001925
130.597810,20.946921,17.7222,0.000976
130.544289,20.985792,15.0316,0.000256
130.535826,20.990539,19.5094,0.002826
130.212950,20.513747,18.0562,0.001378
130.255919,20.539022,18.9395,0.002249
130.222154,20.544430,17.4991,0.003613
129.943377,20.330851,19.9944,0.005382
129.961342,20.332146,20.8130,0.014159
129.941424,20.349405,17.8876,0.001439
129.881896,20.343070,19.7662,0.004408
129.830822,20.332766,16.4628,0.000685
129.884829,20.361945,20.5975,0.010443
129.886322,20.398045,20.1322,0.005985
129.874047,20.390588,16.5657,0.000648
129.992895,20.420150,21.1734,0.026604
129.951061,20.408302,17.6250,0.001201
129.982653,20.456126,20.5819,0.018554
129.982490,20.456093,20.1161,0.023283
130.004574,20.451327,19.2979,0.003284
130.000754,20.489174,19.8611,0.004836
129.857750,20.415124,18.6450,0.002078
129.786143,20.406271,20.7987,0.016978
129.782221,20.470697,20.8198,0.012141
129.913986,20.448086,19.6241,0.004037
129.890110,20.445215,15.6939,0.000423
129.890407,20.462861,20.4895,0.009039
129.947531,20.472087,19.2251,0.003221
129.882217,20.535782,19.2290,0.003194
130.082500,20.444585,20.0765,0.005274
130.049575,20.474568,12.5828,0.000246
130.101861,20.506338,20.0552,0.005108
130.071618,20.533454,19.9147,0.004991
130.076942,20.530106,19.7689,0.005200
130.076188,20.529972,17.1814,0.000946
130.178829,20.579127,19.6690,0.003892
130.216603,20.616556,15.7704,0.000388
130.113421,20.575934,20.1003,0.005798
130.124249,20.602707,16.9417,0.000791
130.159347,20.599937,17.6959,0.001382
129.972607,20.539027,14.6829,0.001405
129.991383,20.595502,20.1628,0.005825
130.044221,20.615327,20.4998,0.007803
130.039431,20.659464,17.4438,0.000973
130.406195,20.459616,20.2493,0.005784
130.442027,20.537214,21.1555,0.040863
130.457266,20.549577,15.6962,0.000375
130.546328,20.532889,20.1377,0.004799
130.516474,20.579579,14.4353,0.000254
130.551233,20.572511,20.3050,0.005719
130.481416,20.568484,13.1592,0.000220
130.473369,20.621063,18.1784,0.001466
130.338825,20.557470,20.5847,0.009397
130.381609,20.590067,17.2508,0.000965
130.491771,20.643113,15.5885,0.000354
130.407375,20.690120,18.1126,0.001821
130.605792,20.662758,19.3003,0.002563
130.614017,20.699971,17.7877,0.001034
130.710977,20.758749,17.2511,0.000703
130.702365,20.807648,20.1553,0.004469
130.516819,20.682671,19.9914,0.004421
130.453543,20.736589,20.2233,0.005099
130.484706,20.757689,20.7179,0.009312
130.495469,20.795636,19.3221,0.002839
130.620638,20.795188,21.1489,0.025233
130.582532,20.785352,18.0072,0.001163
130.651167,20.835223,19.7333,0.003314
130.647646,20.854639,18.7234,0.001752
130.546638,20.808916,17.8783,0.001142
130.607459,20.899595,15.3734,0.000321
130.345475,20.759252,16.9578,0.000701
130.332064,20.769872,20.0659,0.004782
130.375601,20.786090,15.0093,0.000276
130.176804,20.752916,18.1205,0.001473
130.159816,20.805523,16.9980,0.000875
130.268877,20.819328,18.5282,0.002057
130.293517,20.846564,17.4927,0.001002
130.222674,20.859696,20.0248,0.005055
130.410422,20.829658,18.6388,0.001670
130.489818,20.848288,19.6244,0.003581
130.532043,20.885529,15.6031,0.000373
130.457020,20.920532,14.6569,0.000406
130.541295,20.958446,16.3441,0.000972
130.369063,20.903842,15.9767,0.000437
130.368516,20.917636,20.9441,0.016180
130.282978,20.900983,20.7238,0.010087
130.348642,20.939436,18.5831,0.001946
130.337735,20.971647,20.4549,0.007072
130.444012,20.920161,18.9215,0.002327
130.419589,20.914225,21.7707,0.040577
130.448859,20.973832,19.4544,0.004697
130.371977,20.954662,18.7476,0.002083
130.425219,20.986106,17.7861,0.001144
130.591542,20.315517,20.8220,0.010396
130.657898,20.316756,18.5633,0.001529
130.643868,20.329271,20.7797,0.008836
130.567044,20.309991,15.7759,0.001050
130.544030,20.334184,20.0107,0.004344
130.601760,20.393191,18.3529,0.001352
130.693261,20.362633,18.3290,0.001364
130.669181,20.454033,18.7595,0.001656
130.574703,20.430701,15.8237,0.000340
130.513970,20.461026,19.6230,0.003446
130.519971,20.495139,19.9490,0.004649
130.673881,20.498648,17.0225,0.000629
130.645707,20.532915,16.6323,0.000558
130.540677,20.484251,19.2012,0.002513
130.542238,20.489383,16.3299,0.000451
130.629012,20.540883,19.6643,0.003340
130.583779,20.525809,17.4428,0.000831
130.609148,20.550767,21.8676,0.044836
130.600306,20.574632,19.6465,0.003041
130.841946,20.525025,19.6825,0.002894
130.788325,20.564918,13.0265,0.000205
130.841665,20.594402,19.3186,0.003733
130.855423,20.599933,21.0494,0.014061
130.761472,20.595543,13.4673,0.000205
130.672714,20.575137,17.1047,0.000656
130.657234,20.603419,20.9406,0.011804
130.698354,20.595278,17.6564,0.000907
130.792594,20.597637,19.3082,0.002146
130.791523,20.605784,14.1322,0.000160
130.825954,20.629769,20.8574,0.008692
130.865605,20.665767,17.1610,0.000672
130.738832,20.648323,20.8721,0.009822
130.756794,20.679908,20.7200,0.009192
130.756566,20.706011,14.9599,0.000332
131.462394,20.171482,20.6634,0.008706
131.418919,20.171192,19.3538,0.002534
131.418539,20.173741,16.2218,0.000644
131.399889,20.216385,17.1884,0.002348
131.422803,20.249291,20.5754,0.006881
131.411066,20.268985,19.5945,0.003015
131.355320,20.246938,16.2604,0.000469
131.311437,20.264844,18.3501,0.001363
131.376781,20.334715,20.5848,0.006379
131.374831,20.331934,19.6032,0.003014
131.330918,20.356386,20.7230,0.008059
131.287659,20.400087,20.0735,0.004612
131.223132,20.399840,17.5643,0.011274
131.256085,20.451677,20.5893,0.006727
131.176896,20.392070,21.0323,0.015334
131.199859,20.428788,20.9324,0.011309
131.204587,20.455987,14.6322,0.000255
131.167636,20.460496,18.6350,0.001577
131.200780,20.515483,20.2056,0.004675
131.190058,20.531076,20.9259,0.012316
131.092458,20.484269,14.3469,0.000176
131.205378,20.557054,20.0463,0.004579
131.203931,20.580600,16.0683,0.001151
131.054572,20.580228,19.5394,0.003954
131.094347,20.591108,20.2221,0.004529
131.029147,20.639871,20.4069,0.005358
131.116856,20.606222,18.8952,0.002120
131.092299,20.648466,20.5185,0.005275
131.084288,20.678184,20.3105,0.004441
131.027712,20.657868,21.6437,0.028251
130.947840,20.666062,17.7507,0.001007
130.912561,20.680853,17.5879,0.000792
130.973427,20.688350,19.0048,0.001721
131.020272,20.699016,14.0944,0.000218
131.006049,20.732200,20.8966,0.009702
131.031387,20.748859,21.3305,0.038093
130.982424,20.750548,13.1534,0.000203
130.853851,20.679248,18.4451,0.001387
130.878283,20.708466,20.2884,0.004415
130.860140,20.713420,15.8523,0.000321
130.816581,20.712344,19.2547,0.001996
130.852307,20.748004,19.0060,0.001814
130.836812,20.753098,14.8419,0.000187
130.871996,20.794597,18.1239,0.001114
130.856117,20.810287,20.0387,0.003550
130.904747,20.795175,15.8894,0.000319
130.924793,20.812643,20.8455,0.010585
130.911380,20.828416,17.7143,0.000839
130.896451,20.839718,14.2530,0.000234
128.652519,18.858318,19.6241,0.003873
128.664965,18.907812,20.3722,0.006915
128.716850,18.892474,18.4303,0.002425
128.648571,18.932252,10.4888,0.000317
128.617612,18.938687,17.7869,0.001070
128.691914,19.006647,20.4386,0.007095
128.587756,18.995444,17.6275,0.001154
129.792567,20.100239,13.1008,0.000386
129.762091,20.098972,19.6204,0.004113
129.903129,20.156285,18.6065,0.002320
129.966591,20.174988,20.5790,0.012640
129.904816,20.222547,17.6242,0.001014
129.910708,20.233767,21.1286,0.033654
129.599338,20.017909,18.9708,0.004097
129.611264,20.048191,15.6568,0.000361
129.511692,20.006263,19.5959,0.003931
129.632422,20.034737,18.5729,0.001982
129.668775,20.077973,19.6828,0.003762
129.633074,20.061908,20.1085,0.005275
129.629024,20.085323,18.6909,0.002260
129.679171,20.071326,18.9201,0.002363
129.704804,20.092017,20.4407,0.007121
129.714447,20.115082,20.8686,0.013766
129.586569,20.095419,19.3670,0.003194
129.607000,20.119935,19.5502,0.003402
129.662696,20.144811,19.8630,0.005192
129.656623,20.147523,17.7900,0.001168
129.462910,20.041298,19.2886,0.003426
129.423382,20.065877,19.2478,0.004617
129.459053,20.092784,18.4519,0.002430
129.417678,20.118039,18.4715,0.001939
129.469503,20.117867,13.3519,0.000471
129.475402,20.147859,16.8702,0.000729
129.538368,20.148326,20.6141,0.009532
129.543903,20.157888,19.8176,0.004465
129.525339,20.210890,21.5498,0.036107
129.776722,20.175583,18.7030,0.002072
129.689612,20.230235,19.8626,0.004329
129.825737,20.202460,20.1032,0.006698
129.838491,20.262658,19.6846,0.003959
129.866609,20.280897,19.0772,0.002785
129.808602,20.272385,18.5437,0.002137
129.633110,20.255150,21.1620,0.036399
129.680304,20.261136,20.1200,0.005608
129.706123,20.250439,20.0794,0.005093
129.585250,20.264182,18.8771,0.002393
129.565538,20.274810,20.8346,0.017324
129.634183,20.314970,18.9900,0.002956
128.968496,19.871492,15.3051,0.000396
129.175825,19.964565,20.6283,0.010163
129.101048,20.000752,20.3258,0.007177
128.949859,19.952166,16.4519,0.000601
128.901665,19.995152,20.3931,0.018755
128.930946,20.021269,20.5092,0.014872
129.022301,19.958528,18.3090,0.001744
129.066385,19.987241,20.7350,0.014177
128.978897,20.014423,17.0621,0.000838
128.994491,20.063348,20.7462,0.011925
129.128907,20.033421,16.1827,0.000522
129.314754,20.087845,20.3671,0.006619
129.285210,20.176614,19.3270,0.003574
129.142363,20.058600,14.7293,0.000279
129.037008,20.100574,20.7671,0.012914
129.118254,20.151072,20.0280,0.004757
129.100213,20.142827,20.5641,0.009552
129.104324,20.168353,17.5084,0.001139
129.180641,20.158028,19.5914,0.004101
129.201716,20.167071,19.6765,0.004201
129.283182,20.187396,17.7098,0.001235
129.233821,20.213761,18.9314,0.002333
129.182847,20.209022,15.4940,0.000364
128.898589,20.049743,21.0103,0.022965
128.873874,20.080776,19.0175,0.002635
128.953832,20.096255,19.9378,0.006495
128.901084,20.095166,13.7849,0.000278
128.938492,20.109036,20.8865,0.040529
128.959751,20.144797,21.0084,0.036966
128.820207,20.093168,19.9539,0.005005
128.716039,20.087859,20.3011,0.007526
128.810925,20.144713,16.6041,0.000717
128.825826,20.162901,17.6729,0.001315
128.830191,20.165435,20.3121,0.007148
128.880157,20.197304,20.1595,0.007147
128.767451,20.178340,14.8901,0.000334
128.798830,20.190183,18.8226,0.002326
128.838915,20.213026,18.6674,0.002799
128.866300,20.216833,19.5523,0.004205
128.845039,20.253901,20.0627,0.005830
128.969916,20.171754,20.8773,0.027602
128.954162,20.197921,20.9772,0.028481
129.020892,20.193037,18.4184,0.001717
128.986143,20.219589,20.8733,0.015755
129.137694,20.245991,20.8495,0.025875
129.078594,20.306775,16.5495,0.000659
128.918907,20.236210,19.6847,0.005451
128.961078,20.315572,19.5427,0.003931
129.031567,20.322460,18.5447,0.002053
129.036830,19.623897,19.0562,0.003091
129.125726,19.694733,15.9583,0.000431
128.973499,19.602429,20.9369,0.023153
129.041111,19.691052,20.8418,0.016765
128.981986,19.699688,17.2358,0.007244
128.452271,19.295392,18.4632,0.002053
128.473640,19.313730,18.0494,0.001474
128.468112,19.333845,14.1364,0.000292
128.550329,19.375285,16.1714,0.000564
128.638048,19.463931,20.1514,0.005780
128.650528,19.473641,21.2741,0.032461
128.533792,19.446176,15.0658,0.000306
128.552579,19.466060,19.1524,0.002980
128.554882,19.513628,19.9616,0.005104
128.460586,19.454780,14.9177,0.000387
128.520623,19.505075,16.9860,0.000816
128.529324,19.504383,17.9282,0.001528
128.500425,19.585723,17.9929,0.001427
128.404685,19.658347,20.2097,0.006380
128.691315,19.519129,18.5513,0.001865
128.662532,19.509793,17.2034,0.000851
128.688932,19.530378,16.7950,0.000770
128.664306,19.554998,20.4131,0.006784
128.628714,19.571462,19.2619,0.007870
128.698219,19.597821,13.8196,0.000168
128.657629,19.602520,17.3710,0.001248
128.730881,19.578090,18.3369,0.001797
128.807099,19.616752,20.7674,0.013546
128.841356,19.630164,20.2230,0.006272
128.789298,19.659699,17.8153,0.001179
128.742634,19.673653,15.2854,0.000359
128.593479,19.592264,19.7674,0.004343
128.699812,19.675880,20.2918,0.005949
128.677877,19.680418,19.8489,0.004412
128.860856,19.693790,20.5748,0.021808
128.879347,19.692085,16.9623,0.000775
128.795041,19.713135,18.7525,0.002078
128.850009,19.715394,20.0880,0.009112
128.814474,19.752092,19.1176,0.002859
128.830420,19.761391,17.2796,0.001184
128.993446,19.787330,16.7430,0.000752
128.928569,19.825549,19.7572,0.004879
128.779608,19.804886,18.5237,0.002048
128.705096,19.773226,20.5393,0.008672
128.713098,19.798151,16.9482,0.000762
128.863142,19.811393,20.5705,0.009353
128.855957,19.817980,20.3165,0.006614
128.871770,19.882495,20.6713,0.011720
128.770445,19.875682,15.4581,0.000489
128.469053,19.691254,20.5059,0.007804
128.455856,19.721920,19.7707,0.004125
128.504307,19.778613,20.5410,0.006954
128.645003,19.792261,20.9861,0.011784
128.617015,19.797375,18.1514,0.001481
128.557166,19.814827,15.1492,0.000304
128.586879,19.833200,19.7405,0.003851
128.598737,19.850590,20.8343,0.010540
128.417011,19.789583,19.7743,0.003970
128.492275,19.827670,19.8880,0.004295
128.483040,19.901700,18.8989,0.002016
128.681287,19.894908,17.7363,0.001001
128.812810,19.949906,15.5562,0.000358
128.688799,19.953875,21.0461,0.027284
128.599904,19.916188,18.8461,0.002305
128.564156,19.925994,20.1130,0.005609
128.651382,19.949967,19.2892,0.003062
128.684947,19.958962,19.3371,0.002977
128.665820,19.962871,19.9152,0.004517
128.643019,19.990622,16.2351,0.000585
128.692262,20.047064,17.9347,0.001287
128.639688,20.067441,20.4003,0.006867
128.467599,20.009470,21.1199,0.042127
128.500066,20.043510,20.7119,0.012074
128.526132,20.076043,20.8057,0.012328
128.596266,20.041270,20.2340,0.005361
128.539547,20.094310,18.7420,0.001700
128.531655,20.111405,20.3934,0.005676
128.555681,20.152526,14.0083,0.000333
128.566625,20.184714,16.7928,0.000689
129.371435,19.484895,15.1881,0.000317
129.419445,19.518362,8.2107,0.000417
129.458116,19.551280,17.5217,0.001140
129.395007,19.588279,20.6380,0.010507
129.359794,19.586703,19.2815,0.003053
129.467894,19.616201,21.1798,0.019556
129.394742,19.637099,18.4991,0.001717
129.456293,19.656411,20.6388,0.010918
129.460232,19.675963,19.8025,0.004507
129.311759,19.626916,21.1494,0.027724
128.784492,19.810074,19.9679,0.005018
128.851581,19.838795,14.7005,0.000279
128.870990,19.924209,20.5511,0.008678
128.839010,19.902850,19.2393,0.003180
128.486245,19.646104,20.2303,0.006420
128.528863,19.674787,15.2759,0.000542
128.524543,19.679614,20.9505,0.017760
128.534613,19.710510,16.5463,0.000661
128.481268,19.699356,17.8700,0.001336
128.471352,19.733229,18.5899,0.001941
128.588138,19.748313,20.5827,0.008335
128.649912,19.791945,19.9625,0.005083
128.561230,19.845253,18.7370,0.002000
128.413319,19.785705,17.9946,0.001276
128.417016,19.809587,18.1145,0.001330
128.554453,19.886317,20.7773,0.010879
128.650956,19.808420,21.2527,0.018085
128.727871,19.875118,20.3896,0.007147
128.606150,19.868429,20.0038,0.004580
128.677238,19.920984,21.0222,0.023810
128.817480,19.935883,20.3568,0.007140
128.814569,19.974065,21.0161,0.023576
128.715611,19.983699,17.7467,0.001423
128.783430,19.990272,12.9102,0.003469
128.568538,19.883123,19.4714,0.003149
128.596804,19.921617,20.7874,0.011092
128.645058,19.930778,20.6403,0.010171
128.620694,19.943363,14.8249,0.000267
128.541177,19.923645,21.1826,0.013974
128.545475,19.926285,21.6449,0.036365
128.579296,20.006596,16.1242,0.000459
128.673119,20.014163,17.1994,0.001000
128.690029,20.018502,16.6988,0.000810
128.641338,20.002494,19.7051,0.003703
128.657033,20.023713,20.7364,0.012457
128.667395,20.054506,18.3735,0.001778
128.472100,19.952163,19.8395,0.004008
128.510991,20.035838,16.6112,0.000584
128.655629,20.097444,14.7040,0.000219
128.523295,20.118356,20.7602,0.010402
128.551721,20.116297,18.5499,0.001813
128.525759,20.130239,10.7796,0.000187
129.408724,19.518607,11.6955,0.000409
129.374427,19.537598,19.8939,0.021993
129.396091,19.552338,18.5291,0.002187
129.351518,19.566083,20.8254,0.013956
129.438507,19.579036,20.8296,0.018704
129.474531,19.650065,18.9925,0.005802
129.320978,19.604754,20.2665,0.006397
129.270875,19.633113,20.9172,0.018575
129.284900,19.688536,17.7117,0.001122
129.373404,19.692169,19.0020,0.002534
129.438643,19.690081,19.9750,0.005105
129.402266,19.687533,18.5040,0.002133
129.438730,19.706756,16.1188,0.000949
129.362219,19.709868,18.5662,0.002113
129.392627,19.754750,20.9575,0.024197
129.580437,19.659678,17.0657,0.000824
129.532158,19.652866,19.9708,0.004888
129.561585,19.709164,19.8044,0.004417
129.511515,19.679075,18.6493,0.001929
129.474970,19.698992,17.2669,0.000888
129.481118,19.707700,20.9690,0.018056
129.511381,19.717159,19.5942,0.003452
129.526708,19.764778,14.5685,0.000334
129.655320,19.758269,20.1525,0.006286
129.557875,19.789666,15.1412,0.000664
129.587817,19.801157,19.4161,0.003309
129.636445,19.845387,14.7439,0.000265
129.454684,19.745031,17.3667,0.000982
129.441675,19.763205,20.2330,0.006522
129.419567,19.763164,19.3132,0.003713
129.424449,19.773296,14.3347,0.000311
129.581457,19.827692,19.5276,0.008191
129.468480,19.872059,20.0583,0.005092
129.502930,19.889113,19.1899,0.008209
129.177383,19.666954,21.4837,0.037195
129.159875,19.722377,18.8305,0.002357
129.278235,19.814615,19.4966,0.003651
129.314278,19.825520,20.5797,0.008445
129.304275,19.836345,18.7111,0.002462
129.107112,19.836686,19.6225,0.004155
129.226735,19.848768,21.4084,0.036806
129.276418,19.868670,16.8034,0.000768
129.229207,19.890331,13.0105,0.000741
129.135950,19.878979,18.0980,0.001468
129.155212,19.901896,20.8491,0.016481
129.200960,19.870988,16.5817,0.000730
129.193876,19.890906,15.6098,0.000450
129.171466,19.894947,17.2938,0.001658
129.194939,19.941465,20.8046,0.013824
129.468007,20.879851,19.1589,0.003154
129.516154,20.878664,16.2838,0.000703
129.517891,20.928350,13.8052,0.000272
129.405917,20.922587,17.0375,0.000840
129.447067,20.921561,17.3274,0.001060
129.461176,20.953450,16.5243,0.000664
129.289426,20.828968,16.7914,0.000773
129.310646,20.861090,20.9297,0.016645
129.350572,20.882154,17.3051,0.004010
129.348881,20.925708,12.0873,0.000273
129.266366,20.917796,20.5375,0.009302
129.374139,20.947593,16.9660,0.000884
129.422196,20.947014,19.9465,0.005056
129.385287,20.983528,16.9061,0.000790
129.429639,21.007419,19.8479,0.005090
129.328665,20.964289,14.6732,0.000294
129.539256,20.914138,18.9326,0.002273
129.585090,20.953147,15.5817,0.000398
129.608268,21.001695,18.8698,0.002293
129.596315,21.015505,17.7023,0.001478
129.548391,21.000255,12.6923,0.000301
129.584189,21.053269,13.6623,0.000381
129.434008,21.013465,20.8088,0.013396
129.708846,21.084326,17.5570,0.001120
130.789346,20.828307,15.6368,0.000302
130.715077,20.825271,19.3710,0.002378
130.705698,20.873360,13.5458,0.000288
130.713220,20.871919,20.1311,0.004552
130.699338,20.896377,20.4968,0.006212
130.658936,20.910228,20.4639,0.005944
130.645179,20.913792,16.8919,0.002581
130.605256,20.939143,19.5914,0.003154
130.620942,20.977160,14.2969,0.000232
130.557340,20.984192,20.5821,0.006412
130.119838,20.928043,19.1652,0.003035
129.995918,20.843232,19.8724,0.004506
130.029511,20.904170,17.7772,0.001022
130.011339,20.925060,17.4127,0.000961
130.022809,20.942700,17.3847,0.001087
130.090075,20.913125,20.9009,0.047005
130.079950,20.969216,20.8462,0.019574
130.016323,20.968583,18.8429,0.003371
130.038276,21.015168,17.2806,0.000931
130.246454,20.910412,18.0505,0.001319
130.276472,20.931845,18.7536,0.002281
130.229280,20.940515,20.1931,0.008608
130.333350,20.975685,17.7676,0.001189
130.297174,21.032523,17.9331,0.001376
130.270513,21.050703,16.8904,0.000755
